## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2020-01-22_13-47-04 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch1;ch2;ch3;ch4
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
1775;1593;1415;1240
1070;915;769;630
502;381;269;183
105;50;15;0
7;34;80;146
235;340;461;600
739;887;1044;1209
1390;1569;1748;1931
2125;2264;2398;2532
2674;2804;2933;3075
3211;3340;3460;3572
3706;3818;3912;3988
4046;4081;4095;4087
4057;4008;3939;3849
3738;3621;3480;3345
3192;3039;2872;2700
2517;2334;2149;1962
